"Name","Family","Series","Form Factor","# of CPU Cores","# of Threads","Max. Boost Clock","Base Clock","L2 Cache","L3 Cache","Default TDP","L1 Cache","AMD Configurable TDP (cTDP)","Processor Technology for CPU Cores","Unlocked for Overclocking","CPU Socket","Thermal Solution (PIB)","Recommended Cooler","Thermal Solution (MPK)","Max. Operating Temperature (Tjmax)","Launch Date","*OS Support","PCI Express® Version","System Memory Type","Memory Channels","System Memory Specification","Graphics Model","Graphics Core Count","Graphics Frequency","AMD Ryzen™ AI","Product ID Boxed","Product ID Tray","Product ID MPK","Supported Technologies"
"A10-8700P with Radeon™ R6 Graphics","A-Series","A10-Series APU for AIOs","","4","4","Up to 3.2 GHz","1.8 GHz","2 MB","","","","","28nm","No","FP4","","","","90°C","","","","DDR3","2","Up to 2133 MT/s","AMD Radeon™ R6 Graphics","6","800 MHz","","","AM870PAAY43KAD","","Virtualization , AES , Catalyst Software , AMD FreeSync™ Technology , AMD Frame Rate Target Control , Switchable Graphics , The Vulkan® API , AMD Elite Experiences , AMD Enduro™ Technology , IOMMU v2.0 , Out of Band Manageability , Per Core Power Gating (CC6) , AMD PowerNow!™ , System Image Stability , AMD TrueAudio Technology , Unified Video Decoder (UVD) , Video Code Engine (VCE) , Enhanced Virus Protection , AMD App Acceleration , AMD HD3D Technology , Heterogeneous System Architecture (HSA) , AMD Mantle API , DirectX® 12 Technology , FMA4 , AVX"
"7th Gen AMD PRO A10-9700E APU","PRO A-Series","PRO A-Series A10 APU for Desktops","Desktops","4","","Up to 3.5 GHz","3 GHz","2 MB","","35W","","","28nm","No","AM4","","","","90°C","10/3/2016","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","2","Up to 2400 MT/s","R7","6","847 MHz","","","AD970BAHM44AB","","Virtualization , AMD FreeSync™ Technology , DirectX® 12 Technology , AES , AVX , Catalyst Software , AMD Enduro™ Technology , FMA4 , AMD Frame Rate Target Control , AMD PowerTune Technology , AMD Secure Technology , AMD TrueAudio Technology , Unified Video Decoder (UVD) , Video Code Engine (VCE) , The Vulkan® API , IOMMU v2.0 , Out of Band Manageability , Per Core Power Gating (CC6) , AMD PowerNow!™ , System Image Stability , Enhanced Virus Protection"
"7th Gen AMD PRO A10-9700 APU","PRO A-Series","PRO A-Series A10 APU for Desktops","Desktops","4","","Up to 3.8 GHz","3.5 GHz","2 MB","","65W","","45/65W","28nm","No","AM4","","","","90°C","10/3/2016","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","2","Up to 2400 MT/s","R7","6","1029 MHz","","","AD970BAGM44AB","","Virtualization , AMD FreeSync™ Technology , DirectX® 12 Technology , AES , AVX , Catalyst Software , AMD Enduro™ Technology , FMA4 , AMD Frame Rate Target Control , AMD PowerTune Technology , AMD Secure Technology , AMD TrueAudio Technology , Unified Video Decoder (UVD) , Video Code Engine (VCE) , The Vulkan® API , IOMMU v2.0 , Out of Band Manageability , Per Core Power Gating (CC6) , AMD PowerNow!™ , System Image Stability , Enhanced Virus Protection"
"6th Gen AMD PRO A10-8850B APU","PRO A-Series","PRO A-Series A10 APU for Desktops","Desktops","4","4","Up to 4.1 GHz","3.9 GHz","4 MB","","95W","","","28nm","No","FM2+","","","","72.4°C","","Windows 10 - 64-Bit Edition , Windows 7 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","","DDR3","2","Up to 2133 MT/s","AMD Radeon™ R7 Graphics","8","800 MHz","","","AD885BXBI44JC","","Virtualization , AMD FreeSync™ Technology , DirectX® 12 Technology , AES , AMD App Acceleration , AVX , Catalyst Software , AMD Enduro™ Technology , FMA4 , AMD Frame Rate Target Control , Heterogeneous System Architecture (HSA) , AMD PowerTune Technology , AMD Radeon™ Dual Graphics , AMD TrueAudio Technology , Unified Video Decoder (UVD) , Video Code Engine (VCE) , The Vulkan® API , Switchable Graphics , AMD Elite Experiences , IOMMU v2.0 , Out of Band Manageability , Per Core Power Gating (CC6) , AMD PowerNow!™ , RAID Support , System Image Stability , Enhanced Virus Protection , AMD HD3D Technology , AMD Mantle API"
"6th Gen AMD PRO A10-8770E APU","PRO A-Series","PRO A-Series A10 APU for Desktops","Desktops","4","","Up to 3.5 GHz","2.8 GHz","2 MB","","35W","","","28nm","No","AM4","","","","","3Q 2016","Windows 10 - 64-Bit Edition , Windows 7 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","2","Up to 2400 MT/s","R7","6","847 MHz","","","AD877BAHM44AB","","Virtualization , AMD FreeSync™ Technology , DirectX® 12 Technology , AES , AVX , Catalyst Software , FMA4 , AMD Frame Rate Target Control , The Vulkan® API , Switchable Graphics"
"6th Gen AMD PRO A10-8770 APU","PRO A-Series","PRO A-Series A10 APU for Desktops","Desktops","4","","Up to 3.8 GHz","3.5 GHz","2 MB","","65W","","","28nm","No","AM4","","","","","3Q 2016","Windows 10 - 64-Bit Edition , Windows 7 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","2","Up to 2400 MT/s","R7","6","1029 MHz","","","AD877BAGM44AB","","Virtualization , AMD FreeSync™ Technology , DirectX® 12 Technology , AES , AVX , Catalyst Software , FMA4 , AMD Frame Rate Target Control , The Vulkan® API , Switchable Graphics"
"6th Gen AMD PRO A10-8750B APU","PRO A-Series","PRO A-Series A10 APU for Desktops","Desktops","4","4","Up to 4 GHz","3.6 GHz","4 MB","","65W","","45/65W","28nm","No","FM2+","","","","71.3°C","","Windows 10 - 64-Bit Edition , Windows 7 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","","DDR3","2","Up to 2133 MT/s","AMD Radeon™ R7 Graphics","8","757 MHz","","","AD875BYBI44JC","","Virtualization , AMD FreeSync™ Technology , DirectX® 12 Technology , AES , AMD App Acceleration , AVX , Catalyst Software , AMD Enduro™ Technology , FMA4 , AMD Frame Rate Target Control , Heterogeneous System Architecture (HSA) , AMD PowerTune Technology , AMD Radeon™ Dual Graphics , AMD TrueAudio Technology , Unified Video Decoder (UVD) , Video Code Engine (VCE) , The Vulkan® API , Switchable Graphics , AMD Elite Experiences , IOMMU v2.0 , Out of Band Manageability , Per Core Power Gating (CC6) , AMD PowerNow!™ , RAID Support , System Image Stability , Enhanced Virus Protection , AMD HD3D Technology , AMD Mantle API"
"A10 PRO-7850B with Radeon™ R7 Graphics","PRO A-Series","PRO A-Series A10 APU for Desktops","Desktops","4","4","Up to 4 GHz","3.7 GHz","4 MB","","95W","256 KB","","28nm","No","FM2+","","","","72.4°C","","","","DDR3","2","Up to 2133 MT/s","AMD Radeon™ R7 Graphics","8","720 MHz","","","AD785BXBI44JA","","Virtualization , AES , Catalyst Software , AMD Radeon™ Dual Graphics , AMD Elite Experiences , IOMMU v2.0 , Out of Band Manageability , Per Core Power Gating (CC6) , AMD PowerNow!™ , AMD PowerTune Technology , RAID Support , System Image Stability , AMD TrueAudio Technology , Unified Video Decoder (UVD) , Video Code Engine (VCE) , Enhanced Virus Protection , AMD App Acceleration , AMD HD3D Technology , Heterogeneous System Architecture (HSA) , AMD Mantle API , DirectX® 12 Technology , FMA4 , AVX"
"A10 PRO-7800B with Radeon™ R7 Graphics","PRO A-Series","PRO A-Series A10 APU for Desktops","Desktops","4","4","Up to 3.9 GHz","3.5 GHz","4 MB","","65W","256 KB","35/65W","28nm","No","FM2+","","","","71.3°C","","","","DDR3","2","Up to 2133 MT/s","AMD Radeon™ R7 Graphics","8","720 MHz","","","AD780BYBI44JA","","Virtualization , AES , Catalyst Software , AMD Elite Experiences , IOMMU v2.0 , Out of Band Manageability , Per Core Power Gating (CC6) , AMD PowerNow!™ , AMD PowerTune Technology , RAID Support , System Image Stability , AMD TrueAudio Technology , Unified Video Decoder (UVD) , Video Code Engine (VCE) , Enhanced Virus Protection , AMD App Acceleration , AMD HD3D Technology , Heterogeneous System Architecture (HSA) , AMD Mantle API , DirectX® 12 Technology , FMA4 , AVX"
"7th Gen AMD PRO A10-9730B APU","PRO A-Series","PRO A-Series A10 APU for Laptops","Laptops","4","","Up to 3.5 GHz","2.8 GHz","2 MB","","35W","","25/45W","28nm","No","FP4","","","","90°C","10/24/2016","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","","DDR4","2","Up to 2400 MT/s","R7","6","900 MHz","","","AM973BAEY44AB","","Virtualization , AMD FreeSync™ Technology , DirectX® 12 Technology , AES , AVX , Catalyst Software , AMD Enduro™ Technology , FMA4 , AMD Frame Rate Target Control , AMD PowerTune Technology , AMD Secure Technology , AMD TrueAudio Technology , Unified Video Decoder (UVD) , Video Code Engine (VCE) , The Vulkan® API , Switchable Graphics , IOMMU v2.0 , Out of Band Manageability , Per Core Power Gating (CC6) , AMD PowerNow!™ , RAID Support , System Image Stability , Enhanced Virus Protection"
"7th Gen AMD PRO A10-9700B APU","PRO A-Series","PRO A-Series A10 APU for Laptops","Laptops","4","","Up to 3.4 GHz","2.5 GHz","2 MB","","15W","","12/15W","28nm","No","FP4","","","","90°C","10/24/2016","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","","DDR4","2","Up to 1866 MT/s","R7","6","758 MHz","","","AM970BADY44AB","","Virtualization , AMD FreeSync™ Technology , DirectX® 12 Technology , AES , AVX , Catalyst Software , AMD Enduro™ Technology , FMA4 , AMD Frame Rate Target Control , AMD PowerTune Technology , AMD Radeon™ Dual Graphics , AMD Secure Technology , AMD TrueAudio Technology , Unified Video Decoder (UVD) , Video Code Engine (VCE) , The Vulkan® API , Switchable Graphics , IOMMU v2.0 , Out of Band Manageability , Per Core Power Gating (CC6) , AMD PowerNow!™ , RAID Support , System Image Stability , Enhanced Virus Protection"
"6th Gen AMD PRO A10-8730B APU","PRO A-Series","PRO A-Series A10 APU for Laptops","Laptops","4","","Up to 3.3 GHz","2.4 GHz","2 MB","","","","12/15W","28nm","No","FP4","","","","","Q3 2016","Windows 10 - 64-Bit Edition , Windows 7 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","","DDR4","","Up to 1866 MT/s","R5","6","720 MHz","","","AM873BADY44AB","","Virtualization , AMD FreeSync™ Technology , DirectX® 12 Technology , AES , AVX , Catalyst Software , FMA4 , AMD Frame Rate Target Control , The Vulkan® API , Switchable Graphics"
"6th Gen AMD PRO A10-8700B APU","PRO A-Series","PRO A-Series A10 APU for Laptops","Laptops","4","4","Up to 3.2 GHz","1.8 GHz","2 MB","","15W","","","28nm","No","FP4","","","","","","Windows 10 - 64-Bit Edition , Windows 7 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","","DDR3 , DDR3L","2","Up to 2133 MT/s","AMD Radeon™ R6 Graphics","6","800 MHz","","","","","Virtualization , AMD FreeSync™ Technology , DirectX® 12 Technology , AES , AMD App Acceleration , AVX , Catalyst Software , AMD Enduro™ Technology , FMA4 , AMD Frame Rate Target Control , Heterogeneous System Architecture (HSA) , AMD TrueAudio Technology , Unified Video Decoder (UVD) , Video Code Engine (VCE) , The Vulkan® API , Switchable Graphics , AMD Elite Experiences , IOMMU v2.0 , Out of Band Manageability , Per Core Power Gating (CC6) , AMD PowerNow!™ , RAID Support , System Image Stability , Enhanced Virus Protection , AMD HD3D Technology , AMD Mantle API"
"A10 PRO-7350B with Radeon™ R6 Graphics","PRO A-Series","PRO A-Series A10 APU for Laptops","Laptops","4","4","Up to 3.3 GHz","2.1 GHz","4 MB","","19W","","","28nm","No","FP3","","","","","","","","DDR3 , DDR3L","2","Up to 1600 MT/s","AMD Radeon™ R6 Graphics","6","553 MHz","","","AM735BECH44JA","","Virtualization , AES , Catalyst Software , AMD Frame Rate Target Control , Switchable Graphics , The Vulkan® API , AMD Elite Experiences , AMD Enduro™ Technology , IOMMU v2.0 , Out of Band Manageability , Per Core Power Gating (CC6) , AMD PowerNow!™ , RAID Support , System Image Stability , AMD TrueAudio Technology , Unified Video Decoder (UVD) , Video Code Engine (VCE) , Enhanced Virus Protection , AMD App Acceleration , AMD HD3D Technology , Heterogeneous System Architecture (HSA) , AMD Mantle API , DirectX® 12 Technology , FMA4 , AVX"
"A10-6800B with Radeon™ HD 8670D","A-Series","Business Class - Quad-Core A10-Series APU for Desktops","Desktops","4","4","Up to 4.4 GHz","4.1 GHz","4 MB","","45W","192 KB","","32nm SOI","No","FM2","","","","74°C","","","","DDR3","2","Up to 2133 MT/s","AMD Radeon™ HD 8670D","","844 MHz","","","AD680BWOA44HL","","Virtualization , AES , Catalyst Software , Switchable Graphics , AMD Elite Experiences , AMD Enduro™ Technology , IOMMU v2.0 , Per Core Power Gating (CC6) , AMD PowerNow!™ , RAID Support , Unified Video Decoder (UVD) , Video Code Engine (VCE) , Enhanced Virus Protection , AMD App Acceleration , AMD HD3D Technology , DirectX® 11 , FMA4 , AVX"
"A10-6790B with Radeon™ HD 8670D","A-Series","Business Class - Quad-Core A10-Series APU for Desktops","Desktops","4","4","Up to 4.3 GHz","4 GHz","4 MB","","45W","192 KB","","32nm SOI","No","FM2","","","","74°C","","","","DDR3","2","Up to 1866 MT/s","AMD Radeon™ HD 8670D","","844 MHz","","","AD679BWOA44HL","","Virtualization , AES , Catalyst Software , Switchable Graphics , AMD Elite Experiences , AMD Enduro™ Technology , IOMMU v2.0 , Per Core Power Gating (CC6) , AMD PowerNow!™ , RAID Support , Unified Video Decoder (UVD) , Video Code Engine (VCE) , Enhanced Virus Protection , AMD App Acceleration , AMD HD3D Technology , DirectX® 11 , FMA4 , AVX"
"7th Gen A9-9425 APU","A-Series","A9-Series APU for Laptops","Laptops","2","","Up to 3.7 GHz","3.1 GHz","1 MB","","15W","","10-15W","28nm","No","","","","","90°C","2Q18","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","1","Up to 2133 MT/s","AMD Radeon™ R5 Graphics","3","900 MHz","","","AM9425AYN23AC","","Virtualization , DirectX® 12 Technology , AES , AMD App Acceleration , Catalyst Software , AMD Enduro™ Technology , FMA4 , AMD Frame Rate Target Control , AMD Radeon™ Dual Graphics , Unified Video Decoder (UVD) , The Vulkan® API , Switchable Graphics , AVFS , AMD HD3D Technology , AMD Mantle API , AMD Gaming Evolved Client"
"7th Gen A9-9420 APU","A-Series","A9-Series APU for Laptops","Laptops","2","","Up to 3.6 GHz","3 GHz","1 MB","","15W","","10-15W","28nm","No","","","","","90°C","Q217","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","","Up to 2133 MT/s","AMD Radeon™ R5 Graphics","3","847 MHz","","","AM9420AYN23AC","",""
"7th Gen A9-9410 APU","A-Series","A9-Series APU for Laptops","Laptops","2","","Up to 3.5 GHz","2.9 GHz","1 MB","","10-25/25W","","","28nm","No","","","","","90°C","Q216","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","","DDR4","1","Up to 2133 MT/s","AMD Radeon™ R5 Graphics","3","800 MHz","","","AM9410AFY23AC","","AMD FreeSync™ Technology , AES , Unified Video Decoder (UVD) , The Vulkan® API"
"7th Gen A8-9600 APU","A-Series","A8-Series APU for Desktops","Desktops","4","","Up to 3.4 GHz","3.1 GHz","2 MB","","65W","","45/65W","28nm","Yes","AM4","","","","90°C","Channel: 7/27/2017, OEM: 9/5/2016","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0 x8","DDR4","2","Up to 2400 MT/s","Radeon™ R7 Series","6","900 MHz","","AD9600AGABBOX","AD9600AGM44AB","",""
"A8-7670K with Radeon™ R7 Graphics and Near Silent Thermal Solution","A-Series","A8-Series APU for Desktops","Desktops","4","4","Up to 3.9 GHz","3.6 GHz","4 MB","","95W","256 KB","","28nm","Yes","FM2+","Near Silent 95W","","","72.4°C","","","","DDR3","2","Up to 2133 MT/s","AMD Radeon™ R7 Graphics","6","757 MHz","","AD767KXBJCSBX","","","Virtualization , AES , Catalyst Software , AMD Radeon™ Dual Graphics , AMD FreeSync™ Technology , AMD Frame Rate Target Control , Switchable Graphics , The Vulkan® API , AMD Elite Experiences , AMD Enduro™ Technology , AMD PowerTune Technology , AMD TrueAudio Technology , Unified Video Decoder (UVD) , Video Code Engine (VCE) , AMD App Acceleration , AMD HD3D Technology , AMD Mantle API , DirectX® 12 Technology , FMA4 , AVX"
"A8-7650K with Radeon™ R7 Series","A-Series","A8-Series APU for Desktops","Desktops","4","4","Up to 3.8 GHz","3.3 GHz","4 MB","","95W","256 KB","","28nm","Yes","FM2+","","","","72.4°C","","","","DDR3","2","Up to 2133 MT/s","AMD Radeon™ R7 Graphics","6","720 MHz","","AD765KXBJABOX","AD765KXBI44JA","","Virtualization , AES , Catalyst Software , AMD Radeon™ Dual Graphics , AMD FreeSync™ Technology , AMD Frame Rate Target Control , Switchable Graphics , The Vulkan® API , AMD Elite Experiences , AMD Enduro™ Technology , IOMMU v2.0 , Out of Band Manageability , Per Core Power Gating (CC6) , AMD PowerNow!™ , System Image Stability , AMD TrueAudio Technology , Unified Video Decoder (UVD) , Video Code Engine (VCE) , Enhanced Virus Protection , AMD App Acceleration , AMD HD3D Technology , Heterogeneous System Architecture (HSA) , AMD Mantle API , DirectX® 12 Technology , FMA4 , AVX"
"A8-7650K with Radeon™ R7 Graphics and Near Silent Thermal Solution","A-Series","A8-Series APU for Desktops","Desktops","4","4","Up to 3.8 GHz","3.3 GHz","4 MB","","95W","256 KB","","28nm","Yes","FM2+","Near Silent 95W","","","72.4°C","","","","DDR3","2","Up to 2133 MT/s","AMD Radeon™ R7 Graphics","6","720 MHz","","AD765KXBJASBX","","","Virtualization , AES , Catalyst Software , AMD Radeon™ Dual Graphics , AMD FreeSync™ Technology , AMD Frame Rate Target Control , Switchable Graphics , The Vulkan® API , AMD Enduro™ Technology , AMD TrueAudio Technology , Unified Video Decoder (UVD) , Video Code Engine (VCE) , AMD App Acceleration , AMD HD3D Technology , AMD Mantle API , DirectX® 12 Technology , FMA4 , AVX"
"A8-7600 with Radeon™ R7 Series","A-Series","A8-Series APU for Desktops","Desktops","4","4","Up to 3.8 GHz","3.1 GHz","4 MB","","65W","256 KB","45/65W","28nm","No","FM2+","","","","71.3°C","","","","DDR3","2","Up to 2133 MT/s","AMD Radeon™ R7 Graphics","6","720 MHz","","AD7600YBJABOX","AD7600YBI44JA","","Virtualization , AES , Catalyst Software , AMD Radeon™ Dual Graphics , AMD FreeSync™ Technology , AMD Frame Rate Target Control , Switchable Graphics , The Vulkan® API , AMD Elite Experiences , AMD Enduro™ Technology , IOMMU v2.0 , Out of Band Manageability , Per Core Power Gating (CC6) , AMD PowerNow!™ , System Image Stability , AMD TrueAudio Technology , Unified Video Decoder (UVD) , Video Code Engine (VCE) , Enhanced Virus Protection , AMD App Acceleration , AMD HD3D Technology , Heterogeneous System Architecture (HSA) , AMD Mantle API , DirectX® 12 Technology , FMA4 , AVX"
"A8-6600K with Radeon™ HD 8570D","A-Series","A8-Series APU for Desktops","Desktops","4","4","Up to 4.2 GHz","3.9 GHz","4 MB","","65W","192 KB","","32nm SOI","Yes","FM2","","","","74°C","","","","DDR3","2","Up to 1866 MT/s","AMD Radeon™ HD 8570D","","844 MHz","","AD660KWOHLBOX","AD660KWOA44HL","","Virtualization , AES , Catalyst Software , Switchable Graphics , AMD Elite Experiences , AMD Enduro™ Technology , IOMMU v2.0 , Per Core Power Gating (CC6) , AMD PowerNow!™ , Unified Video Decoder (UVD) , Video Code Engine (VCE) , Enhanced Virus Protection , AMD App Acceleration , AMD HD3D Technology , DirectX® 11 , FMA4 , AVX"
"A8-6500T with Radeon™ HD 8550D","A-Series","A8-Series APU for Desktops","Desktops","4","4","Up to 3.1 GHz","2.1 GHz","4 MB","","45W","192 KB","","32nm SOI","No","FM2","","","","71.3°C","","","","DDR3","2","Up to 1866 MT/s","AMD Radeon™ HD 8550D","","720 MHz","","AD650TYHHLBOX","AD650TYHA44HL","","Virtualization , AES , Catalyst Software , Switchable Graphics , AMD Elite Experiences , AMD Enduro™ Technology , IOMMU v2.0 , Per Core Power Gating (CC6) , AMD PowerNow!™ , Unified Video Decoder (UVD) , Video Code Engine (VCE) , Enhanced Virus Protection , AMD App Acceleration , AMD HD3D Technology , DirectX® 11 , FMA4 , AVX"
"A8-6500 with Radeon™ HD 8570D","A-Series","A8-Series APU for Desktops","Desktops","4","4","Up to 4.1 GHz","3.5 GHz","4 MB","","65W","192 KB","","32nm SOI","No","FM2","","","","71.3°C","","","","DDR3","2","Up to 1866 MT/s","AMD Radeon™ HD 8570D","","800 MHz","","AD6500OKHLBOX","AD6500OKA44HL","","Virtualization , AES , Catalyst Software , Switchable Graphics , AMD Elite Experiences , AMD Enduro™ Technology , IOMMU v2.0 , Per Core Power Gating (CC6) , AMD PowerNow!™ , Unified Video Decoder (UVD) , Video Code Engine (VCE) , Enhanced Virus Protection , AMD App Acceleration , AMD HD3D Technology , DirectX® 11 , FMA4 , AVX"
"6th Gen A8-8600P APU","A-Series","A8-Series APU for Laptops","Laptops","4","4","Up to 3 GHz","1.6 GHz","2 MB","","15W","","","28nm","No","FP4","","","","90°C","","Windows 10 - 64-Bit Edition , Windows 7 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","","DDR3","2","Up to 2133 MT/s","AMD Radeon™ R6 Graphics","6","720 MHz","","","AM860PAAY43KA","","Virtualization , AMD FreeSync™ Technology , DirectX® 12 Technology , AES , AMD App Acceleration , AVX , Catalyst Software , AMD Enduro™ Technology , FMA4 , AMD Frame Rate Target Control , Heterogeneous System Architecture (HSA) , AMD Radeon™ Dual Graphics , AMD TrueAudio Technology , Unified Video Decoder (UVD) , Video Code Engine (VCE) , The Vulkan® API , Switchable Graphics , AMD Elite Experiences , IOMMU v2.0 , Out of Band Manageability , Per Core Power Gating (CC6) , AMD PowerNow!™ , System Image Stability , Enhanced Virus Protection , AMD HD3D Technology , AMD Mantle API"
"A8-7410 with Radeon™ R5 Graphics","A-Series","A8-Series APU for Laptops","Laptops","4","4","Up to 2.5 GHz","2.2 GHz","2 MB","","15W","","","28nm","No","FP4","","","","90°C","","","","DDR3L","1","Up to 1866 MT/s","AMD Radeon™ R5 Graphics","","847 MHz","","","AM7410JBY44JB","","Virtualization , AES , Catalyst Software , Switchable Graphics , The Vulkan® API , AMD Elite Experiences , AMD Enduro™ Technology , IOMMU v2.0 , Per Core Power Gating (CC6) , AMD PowerNow!™ , Unified Video Decoder (UVD) , Video Code Engine (VCE) , Enhanced Virus Protection , AMD App Acceleration , AMD HD3D Technology , DirectX® 12 Technology , FMA4 , AVX"
"A8-7200P with Radeon™ R5 Graphics","A-Series","A8-Series APU for Laptops","Laptops","4","4","Up to 3.3 GHz","2.4 GHz","4 MB","","100W","","","28nm","No","FP3","","","","","","","","DDR3","2","Up to 1866 MT/s","AMD Radeon™ R5 Graphics","4","626 MHz","","","AM720PDGH44JA","","Virtualization , AES , Catalyst Software , AMD Frame Rate Target Control , Switchable Graphics , The Vulkan® API , AMD Elite Experiences , AMD Enduro™ Technology , IOMMU v2.0 , Out of Band Manageability , Per Core Power Gating (CC6) , AMD PowerNow!™ , System Image Stability , AMD TrueAudio Technology , Unified Video Decoder (UVD) , Video Code Engine (VCE) , Enhanced Virus Protection , AMD App Acceleration , AMD HD3D Technology , Heterogeneous System Architecture (HSA) , AMD Mantle API , DirectX® 12 Technology , FMA4 , AVX"
"A8-7100 with Radeon™ R5 Graphics","A-Series","A8-Series APU for Laptops","Laptops","4","4","Up to 3 GHz","1.8 GHz","4 MB","","20W","","","28nm","No","FP3","","","","","","","","DDR3","2","Up to 1600 MT/s","AMD Radeon™ R5 Graphics","4","514 MHz","","","AM7100ECH44JA","","Virtualization , AES , Catalyst Software , AMD Frame Rate Target Control , Switchable Graphics , The Vulkan® API , AMD Elite Experiences , AMD Enduro™ Technology , IOMMU v2.0 , Out of Band Manageability , Per Core Power Gating (CC6) , AMD PowerNow!™ , System Image Stability , AMD TrueAudio Technology , Unified Video Decoder (UVD) , Video Code Engine (VCE) , Enhanced Virus Protection , AMD App Acceleration , AMD HD3D Technology , Heterogeneous System Architecture (HSA) , AMD Mantle API , DirectX® 12 Technology , FMA4 , AVX"
"A8-8600P with Radeon™ R6 Graphics","A-Series","A8-Series APU for AIOs","","4","4","Up to 3 GHz","1.6 GHz","2 MB","","","","","28nm","No","FP4","","","","90°C","","","","DDR3","2","Up to 2133 MT/s","AMD Radeon™ R6 Graphics","6","720 MHz","","","AM860PAAY43KAD","","Virtualization , AES , Catalyst Software , AMD FreeSync™ Technology , AMD Frame Rate Target Control , Switchable Graphics , The Vulkan® API , AMD Elite Experiences , AMD Enduro™ Technology , IOMMU v2.0 , Out of Band Manageability , Per Core Power Gating (CC6) , AMD PowerNow!™ , System Image Stability , AMD TrueAudio Technology , Unified Video Decoder (UVD) , Video Code Engine (VCE) , Enhanced Virus Protection , AMD App Acceleration , AMD HD3D Technology , Heterogeneous System Architecture (HSA) , AMD Mantle API , DirectX® 12 Technology , FMA4 , AVX"
"A8-6410 with Radeon™ R5 Graphics","A-Series","A8-Series APU for Laptops","Laptops","4","4","Up to 2.4 GHz","2 GHz","2 MB","","15W","","","28nm","No","FT3b","","","","90°C","","","","DDR3L","1","Up to 1866 MT/s","AMD Radeon™ R5 Graphics","","847 MHz","","","AM6410ITJ44JB","","Virtualization , AES , Catalyst Software , Switchable Graphics , The Vulkan® API , AMD Elite Experiences , AMD Enduro™ Technology , IOMMU v2.0 , Per Core Power Gating (CC6) , AMD PowerNow!™ , Unified Video Decoder (UVD) , Video Code Engine (VCE) , Enhanced Virus Protection , AMD App Acceleration , AMD HD3D Technology , DirectX® 12 Technology , FMA4 , AVX"
"7th Gen AMD PRO A8-9600 APU","PRO A-Series","PRO A-Series A8 APU for Desktops","Desktops","4","","Up to 3.4 GHz","3.1 GHz","2 MB","","65W","","45/65W","28nm","No","AM4","","","","90°C","10/3/2016","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","2","Up to 2400 MT/s","R7","6","900 MHz","","","AD960BAGM44AB","","Virtualization , AMD FreeSync™ Technology , DirectX® 12 Technology , AES , AVX , Catalyst Software , AMD Enduro™ Technology , FMA4 , AMD Frame Rate Target Control , AMD PowerTune Technology , AMD Secure Technology , AMD TrueAudio Technology , Unified Video Decoder (UVD) , Video Code Engine (VCE) , The Vulkan® API , IOMMU v2.0 , Out of Band Manageability , Per Core Power Gating (CC6) , AMD PowerNow!™ , System Image Stability , Enhanced Virus Protection"
